,place_id,place_id_x,duration,place_id,place_name,stop_id,stop_name,stop_lat,stop_lon,place_brief_desc,place_longer_desc,place_image,place_tags,place_links
0,1,19,190.5,1,Futuroscope,StopPoint:OCEOUIGO-87324095,Futuroscope,46.669918,0.377209,Science/tech theme park,"French theme park based upon multimedia, cinematographic, and audiovisual techniques. It has several 3D cinemas and a few 4D cinemas along with other attractions and shows, some of which are the only examples in the world",https://www.futuroscope.com/uploads/media/cache/slider_desktop/upload/image/1280x680_ENG_MI-SAISON.jpg,museum|science|kids,https://www.futuroscope.com/en/
1,1,24,132.0,1,Futuroscope,StopPoint:OCEOUIGO-87324095,Futuroscope,46.669918,0.377209,Science/tech theme park,"French theme park based upon multimedia, cinematographic, and audiovisual techniques. It has several 3D cinemas and a few 4D cinemas along with other attractions and shows, some of which are the only examples in the world",https://www.futuroscope.com/uploads/media/cache/slider_desktop/upload/image/1280x680_ENG_MI-SAISON.jpg,museum|science|kids,https://www.futuroscope.com/en/
2,2,3,16.7,2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Royal palace,The Palace of Versailles is a former royal residence built by King Louis XIV,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg/1280px-Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg,museum|history|kids| culture,https://en.chateauversailles.fr/
3,2,4,46.35294117647059,2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Royal palace,The Palace of Versailles is a former royal residence built by King Louis XIV,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg/1280px-Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg,museum|history|kids| culture,https://en.chateauversailles.fr/
4,2,5,113.3529411764706,2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Royal palace,The Palace of Versailles is a former royal residence built by King Louis XIV,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg/1280px-Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg,museum|history|kids| culture,https://en.chateauversailles.fr/
5,2,6,222.0,2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Royal palace,The Palace of Versailles is a former royal residence built by King Louis XIV,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg/1280px-Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg,museum|history|kids| culture,https://en.chateauversailles.fr/
6,2,7,180.83333333333334,2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Royal palace,The Palace of Versailles is a former royal residence built by King Louis XIV,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg/1280px-Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg,museum|history|kids| culture,https://en.chateauversailles.fr/
7,2,19,52.1,2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Royal palace,The Palace of Versailles is a former royal residence built by King Louis XIV,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg/1280px-Ch%C3%A2teau_de_Versailles_%28Orangerie%29.jpg,museum|history|kids| culture,https://en.chateauversailles.fr/
8,4,2,39.4,4,Chartres,StopPoint:OCEOUIGO-87394007,Chartres,48.448628,1.481202,Chartres famed for its massive Cathédrale Notre-Dame,"Chartres, a city in north-central France southwest of Paris, is famed for its massive Cathédrale Notre-Dame. The Gothic cathedral, completed in 1220, features 2 towering spires, flying buttresses, Romanesque sculptures, pavement labyrinth and elaborate rose windows. The interior's blue-tinted stained glass is distinctive, and the nearby Centre International du Vitrail has workshops and exhibits on stained-glass art",https://upload.wikimedia.org/wikipedia/commons/6/6a/Chartres_-_Clo%C3%AEtre_Notre-Dame_-_Cath%C3%A9drale_Notre-Dame_de_Chartres_1193-1250_-_North_porch_of_Cath%C3%A9drale_Notre-Dame_de_Chartres_-_Left_bay_of_north_porch_of_Cath%C3%A9drale_Notre-Dame_de_Chartres_01.jpg,city break| culture| history,https://www.chartres-tourisme.com/en
9,4,3,58.4,4,Chartres,StopPoint:OCEOUIGO-87394007,Chartres,48.448628,1.481202,Chartres famed for its massive Cathédrale Notre-Dame,"Chartres, a city in north-central France southwest of Paris, is famed for its massive Cathédrale Notre-Dame. The Gothic cathedral, completed in 1220, features 2 towering spires, flying buttresses, Romanesque sculptures, pavement labyrinth and elaborate rose windows. The interior's blue-tinted stained glass is distinctive, and the nearby Centre International du Vitrail has workshops and exhibits on stained-glass art",https://upload.wikimedia.org/wikipedia/commons/6/6a/Chartres_-_Clo%C3%AEtre_Notre-Dame_-_Cath%C3%A9drale_Notre-Dame_de_Chartres_1193-1250_-_North_porch_of_Cath%C3%A9drale_Notre-Dame_de_Chartres_-_Left_bay_of_north_porch_of_Cath%C3%A9drale_Notre-Dame_de_Chartres_01.jpg,city break| culture| history,https://www.chartres-tourisme.com/en
